organization_id,pipeline_type,content,language,references,ncbi_tax_id,scientific_name,rank,superkingdom,kingdom,phylum,class,order,family,genus,species,organization_name
2,Virome,"Os Norovirus pertencem a familia Caliciviridae, sao virus nao envelopados e possuem genoma linear, nao segmentado e de RNA fita senso positiva de aproximadamente 7,5kb. Podem ser classificados geneticamente em pelo menos 10 diferentes genogrupos (GIGX) e 48 genotipos. Os genogrupos identificados com uma maior frequencia sao os GI e GII, sendo o GII – genotipo 4 o mais frequente em infeccoes de adultos. E uma das causas mais comuns de gastroenterite e o diagnostico especifico do Norovirus geralmente e feito por RTPCR em amostras de fezes. A infeccao sintomatica e frequente em diarreias de pacientes imunossuprimidos (Yang et al., 2019; Abbas et al., 2021). Foi descrita a deteccao de norovirus em amostras de plasma de criancas, nao relacionada com diferencas na gravidade da doenca (Huhti et al., 2016). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus Norwalk (Norovirus).",PT_BR,"Yang, Siyuan, et al. ""Diagnostic determination of Norovirus infection as one of the major causes of infectious diarrhea in HIV patients using a multiplex polymerase chain reaction assay."" International journal of STD & AIDS 30.6 (2019): 550-556. Abbas, Anum, Andrea J. Zimmer, and Diana Florescu. ""Viral Enteritis in Solid-Organ Transplantation."" Viruses 13.10 (2021): 2019. Huhti, Leena, Maria Hemming-Harlo, and Timo Vesikari. ""Norovirus detection from sera of young children with acute norovirus gastroenteritis."" Journal of Clinical Virology 79 (2016): 6-9., ",11983,Norwalk virus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,HIAE
2,Metagenomic,"Os Norovirus pertencem a familia Caliciviridae, sao virus nao envelopados e possuem genoma linear, nao segmentado e de RNA fita senso positiva de aproximadamente 7,5kb. Podem ser classificados geneticamente em pelo menos 10 diferentes genogrupos (GIGX) e 48 genotipos. Os genogrupos identificados com uma maior frequencia sao os GI e GII, sendo o GII – genotipo 4 o mais frequente em infeccoes de adultos. E uma das causas mais comuns de gastroenterite e o diagnostico especifico do Norovirus geralmente e feito por RTPCR em amostras de fezes. A infeccao sintomatica e frequente em diarreias de pacientes imunossuprimidos (Yang et al., 2019; Abbas et al., 2021). Foi descrita a deteccao de norovirus em amostras de plasma de criancas, nao relacionada com diferencas na gravidade da doenca (Huhti et al., 2016). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus Norwalk (Norovirus).",PT_BR,"Yang, Siyuan, et al. ""Diagnostic determination of Norovirus infection as one of the major causes of infectious diarrhea in HIV patients using a multiplex polymerase chain reaction assay."" International journal of STD & AIDS 30.6 (2019): 550-556. Abbas, Anum, Andrea J. Zimmer, and Diana Florescu. ""Viral Enteritis in Solid-Organ Transplantation."" Viruses 13.10 (2021): 2019. Huhti, Leena, Maria Hemming-Harlo, and Timo Vesikari. ""Norovirus detection from sera of young children with acute norovirus gastroenteritis."" Journal of Clinical Virology 79 (2016): 6-9., ",11983,Norwalk virus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,HIAE
2,Virome,"Andes orthohantavirus e um tipo de hantavirus encontrado em roedores na America do Sul. As pessoas podem adoecer com este virus ao entrarem em contato com roedores infectados ou seus excrementos ou, menos comumente, se tiverem contato proximo com uma pessoa infectada pelo virus Andes. O ciclo de vida do hantavirus envolve a transmissao entre pequenos mamiferos silvestres, especialmente roedores, mas tambem musaranhos, toupeiras e morcegos. Os primeiros sintomas podem ser semelhantes aos da gripe e podem incluir: dor de cabeca, febre, dores musculares, nauseas ou vomitos, diarreia. Os sinais e sintomas da infeccao pelo virus Andes podem aparecer em 4 dias ou ate 6 semanas apos a exposicao ao virus Andes. No entanto, as pessoas normalmente sao infecciosas apenas enquanto apresentam sintomas. Como outros hantavirus, a infeccao pelo virus Andes pode levar a uma doenca respiratoria grave e fatal nas pessoas, chamada Sindrome Pulmonar por Hantavirus (HPS). Quatro a 10 dias apos o inicio dos sintomas iniciais, os sintomas respiratorios da HPS podem aparecer. Estes incluem tosse, falta de ar e liquido nos pulmoes. Estes podem se desenvolver rapidamente e, portanto, e importante procurar atendimento medico imediatamente. A infeccao e diagnosticada testando o sangue do paciente para procurar o material genetico do virus Andes ou anticorpos para o virus Andes. Nao ha tratamento especifico, cura ou vacina para HPS. No entanto, os pacientes podem receber cuidados de suporte no hospital para ajudar com os sintomas do virus Andes. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do Andes orthohantavirus.",PT_BR,"Fact Sheet about Andes Virus.  Content source: Centers for Disease Control and Prevention, National Center for Emerging and Zoonotic Infectious Diseases (NCEZID)., ",1980456,Orthohantavirus andesense,Species,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Orthohantavirus andesense,HIAE
2,Metagenomic,"Andes orthohantavirus e um tipo de hantavirus encontrado em roedores na America do Sul. As pessoas podem adoecer com este virus ao entrarem em contato com roedores infectados ou seus excrementos ou, menos comumente, se tiverem contato proximo com uma pessoa infectada pelo virus Andes. O ciclo de vida do hantavirus envolve a transmissao entre pequenos mamiferos silvestres, especialmente roedores, mas tambem musaranhos, toupeiras e morcegos. Os primeiros sintomas podem ser semelhantes aos da gripe e podem incluir: dor de cabeca, febre, dores musculares, nauseas ou vomitos, diarreia. Os sinais e sintomas da infeccao pelo virus Andes podem aparecer em 4 dias ou ate 6 semanas apos a exposicao ao virus Andes. No entanto, as pessoas normalmente sao infecciosas apenas enquanto apresentam sintomas. Como outros hantavirus, a infeccao pelo virus Andes pode levar a uma doenca respiratoria grave e fatal nas pessoas, chamada Sindrome Pulmonar por Hantavirus (HPS). Quatro a 10 dias apos o inicio dos sintomas iniciais, os sintomas respiratorios da HPS podem aparecer. Estes incluem tosse, falta de ar e liquido nos pulmoes. Estes podem se desenvolver rapidamente e, portanto, e importante procurar atendimento medico imediatamente. A infeccao e diagnosticada testando o sangue do paciente para procurar o material genetico do virus Andes ou anticorpos para o virus Andes. Nao ha tratamento especifico, cura ou vacina para HPS. No entanto, os pacientes podem receber cuidados de suporte no hospital para ajudar com os sintomas do virus Andes. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do Andes orthohantavirus.",PT_BR,"Fact Sheet about Andes Virus.  Content source: Centers for Disease Control and Prevention, National Center for Emerging and Zoonotic Infectious Diseases (NCEZID)., ",1980456,Orthohantavirus andesense,Species,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Orthohantavirus andesense,HIAE
2,Metagenomic,"Streptococcus intermedius e uma bacteria βhemolitica Grampositiva e membro do SAG  Streptococcus anginosus group (Facklam, 2002). O genoma do S. intermedius e composto por um unico cromossomo circular com um tamanho medio de 1,99 Mbp e inclui aproximadamente 1700 genes codificantes (Issa et al.; 2020). Membros do SAG fazem parte da microbiota normal humana e sao encontrados nos tratos respiratorio, gastrointestinal e geniturinario (Gossling, 1988), no entanto, sao clinicamente importantes porque sao frequentemente encontrados em infeccoes supurativas invasivas em varios locais do corpo, causando abscessos hepaticos e cerebrais, infeccoes dentoalveolares e endocardite infecciosa (Jacobs et al., 1995).",PT_BR,"Facklam R. What happened to the streptococci: overview of taxonomic and nomenclature changes. Clin Microbiol Rev. 2002 Oct;15(4):613-30. doi: 10.1128/CMR.15.4.613-630.2002. PMID: 12364372; PMCID: PMC126867.  Gossling J. Occurrence and pathogenicity of the Streptococcus milleri group. Rev Infect Dis. 1988 Mar-Apr;10(2):257-85. doi: 10.1093/clinids/10.2.257. PMID: 3287560.  Issa E, Salloum T, Tokajian S. From Normal Flora to Brain Abscesses: A Review of Streptococcus intermedius. Front Microbiol. 2020 May 7;11:826. doi: 10.3389/fmicb.2020.00826. PMID: 32457718; PMCID: PMC7221147.  Jacobs JA, Pietersen HG, Stobberingh EE, Soeters PB. Streptococcus anginosus, Streptococcus constellatus and Streptococcus intermedius. Clinical relevance, hemolytic and serologic characteristics. Am J Clin Pathol. 1995 Nov;104(5):547-53. doi: 10.1093/ajcp/104.5.547. PMID: 7572815., ",1338,Streptococcus intermedius,Species,Bacteria,Unknown,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,HIAE
1,Virome,Saccharomyces cerevisiae INTERPRETACAO EUCARIOTOS,PT_BR,"Saccharomyces cerevisiae ERENCIAS EUCARIOTOS, ",4932,Saccharomyces cerevisiae,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Vars
1,Metagenomic,Candida tropicalis INTERPRETACAO.,PT_BR,"Candida tropicalis . EUCARIOTOS, https://learngenomics.dev/docs/biological-foundations/cells-genomes-dna-chromosomes/",5482,Candida tropicalis,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida tropicalis,Vars
2,Metagenomic,"Candida tropicalis e uma levedura comensal distribuida globalmente e e uma das especies patogenicas naoCandida albicans mais comuns que causam infeccoes em humanos.  Pode causar infeccoes invasivas, como candidemia, meningite fungica e outras infeccoes de orgaos internos principalmente em individuos imunocomprometidos ou fatores de risco para infeccoes oportunistas.",PT_BR,"Marcos-Zambrano, LJ, Escribano, P, Bouza, E, and Guinea, J. (2014). Production of biofilm by Candida and non-Candida spp. isolates causing fungemia: comparison of biomass production and metabolic activity and development of cut-off points. Int. J. Med. Microbiol. 304, 1192–1198. doi: 10.1016/j.ijmm.2014.08.012  Sfeir MM, Jiménez-Ortigosa C, Gamaletsou MN, Schuetz AN, Soave R, Van Besien K, Small CB, Perlin DS, Walsh TJ. (2020). Breakthrough Bloodstream Infections Caused by Echinocandin-Resistant Candida tropicalis: An Emerging Threat to Immunocompromised Patients with Hematological Maligcies. Journal of Fungi. 6(1):20. https://doi.org/10.3390/jof6010020, ",5482,Candida tropicalis,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida tropicalis,HIAE
2,Metagenomic,"A toxoplasmose, causada pelo protozoario Toxoplasma gondii, e uma parasitose que pode se apresentar de diversas formas no organismo humano. A infeccao aguda adquirida durante a gravidez pode levar a toxoplasmose congenita, causando complicacoes graves ao feto e levar ao obito. A apresentacao clinica depende da carga do agente e das condicoes do hospedeiro, sendo que nos pacientes imunocomprometidos leva a quadros mais graves.  E considerada uma das maiores causas de morbimortalidade em pacientes portadores de HIV.",PT_BR,"Dian S, Ganiem AR, Ekawardhani S. Cerebral toxoplasmosis in HIV-infected patients: a review. Pathog Glob Health. 2023 Feb;117(1):14-23. doi: 10.1080/20477724.2022.2083977. Epub 2022 Jun 11. PMID: 35694771; PMCID: PMC9848325. Akbari M, Azadi D, Habibi D, Khodashenas S, Shariatmadari F, Abedi B. Toxoplasmosis Infection in Newborn: A Systematic Review and Meta-analysis. Adv Biomed Res. 2022 Sep 27;11:75. doi: 10.4103/abr.abr_24_21, ",37930,Glutamicibacter protophormiae,Species,Bacteria,Unknown,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter protophormiae,HIAE
1,Virome,"Bacteriophage transduction is the major mechanism of horizontal gene transfer (HGT) among many bacteria. In Staphylococcus aureus, the phagemediated acquisition of mobile genetic elements (MGEs) that encode virulence and antibiotic resistance genes largely contribute to its evolutionary adaptation and genetic plasticity. In molecular biology, generalized transduction is routinely used as a technique to manipulate and construct bacterial strains. Here, we describe optimized protocols for generalized transduction, applicable for the transfer of plasmid or chromosomal deoxyribonucleic acid (DNA) from donor to recipient S. aureus strains.",PT_BR,"Sphingomonas sp. AAP5 BACTERIAS ERENCIAS, ",1523415,Sphingomonas sp. AAP5,Species,Bacteria,Unknown,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. AAP5,Vars
1,Microbiome,"A microbiota intestinal esta associada a muitas doencas, incluindo canceres. Varios taxons bacterianos demonstraram estar associados ao desenvolvimento do cancer ou a resposta ao tratamento. No entanto, alteracoes longitudinais da microbiota durante o desenvolvimento de canceres sao relativamente inexploradas. Para entender melhor como a microbiota muda, tracamos o perfil da composicao da microbiota intestinal de camundongos portadores de cancer de prostata e camundongos de controle em cinco pontos de tempo diferentes. Diferencas distintas na microbiota intestinal foram encontradas entre camundongos portadores de cancer e camundongos de controle.",PT_BR,"Aumento de Akkermansiaceae na microbiota intestinal de camundongos portadores de câncer de próstata, https://pubmed.ncbi.nlm.nih.gov/34502535/",1647988,Akkermansiaceae,family,Bacteria,Unknown,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Unknown,Unknown,Vars
1,Metagenomic,"Indicadores virais de contaminacao fecal humana em aguas residuais e aguas ambientais tem recebido muita atencao na ultima decada. O fago de montagem cruzada (crAssphage) e o virus de DNA mais abundante nas fezes humanas. Recentemente, a utilidade do crAssphage como uma fonte microbiana de rastreamento e ferramenta de monitoramento da qualidade da agua para contaminacao fecal humana foi destacada. Aqui, realizamos uma revisao abrangente sobre crassfagos na agua, com foco na metodologia de deteccao, faixa de concentracao em varias aguas e aguas residuais, especificidade para contaminacao fecal humana e reducao nos sistemas de tratamento de aguas residuais. Esta revisao destaca que o crAssphage e globalmente distribuido em aguas residuais e varios corpos de agua contaminados com fezes em altas concentracoes sem flutuacoes sazonais. CrAssphage e altamente especifico para contaminacao fecal humana e raramente e encontrado em fezes de animais. Tambem tem um bom potencial como indicador de d",PT_BR,"CrAssphage como um indicador de contaminação fecal humana em ambiente aquático e redução de vírus no tratamento de águas residuais, https://pubmed.ncbi.nlm.nih.gov/35820313/",2772059,uncultured phage cr50_1,No Rank,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,Vars
1,Metagenomic,"Indicadores virais de contaminacao fecal humana em aguas residuais e aguas ambientais tem recebido muita atencao na ultima decada. O fago de montagem cruzada (crAssphage) e o virus de DNA mais abundante nas fezes humanas. Recentemente, a utilidade do crAssphage como uma fonte microbiana de rastreamento e ferramenta de monitoramento da qualidade da agua para contaminacao fecal humana foi destacada. Aqui, realizamos uma revisao abrangente sobre crassfagos na agua, com foco na metodologia de deteccao, faixa de concentracao em varias aguas e aguas residuais, especificidade para contaminacao fecal humana e reducao nos sistemas de tratamento de aguas residuais. Esta revisao destaca que o crAssphage e globalmente distribuido em aguas residuais e varios corpos de agua contaminados com fezes em altas concentracoes sem flutuacoes sazonais. CrAssphage e altamente especifico para contaminacao fecal humana e raramente e encontrado em fezes de animais. Tambem tem um bom potencial como indicador de d",PT_BR,"CrAssphage como um indicador de contaminação fecal humana em ambiente aquático e redução de vírus no tratamento de águas residuais, https://pubmed.ncbi.nlm.nih.gov/35820313/",2772059,uncultured phage cr50_1,No Rank,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes,Caudoviricetes,Cohcovirus,Cohcovirus hiberniae,Vars
1,Metagenomic,"Indicadores virais de contaminacao fecal humana em aguas residuais e aguas ambientais tem recebido muita atencao na ultima decada. O fago de montagem cruzada (crAssphage) e o virus de DNA mais abundante nas fezes humanas. Recentemente, a utilidade do crAssphage como uma fonte microbiana de rastreamento e ferramenta de monitoramento da qualidade da agua para contaminacao fecal humana foi destacada. Aqui, realizamos uma revisao abrangente sobre crassfagos na agua, com foco na metodologia de deteccao, faixa de concentracao em varias aguas e aguas residuais, especificidade para contaminacao fecal humana e reducao nos sistemas de tratamento de aguas residuais. Esta revisao destaca que o crAssphage e globalmente distribuido em aguas residuais e varios corpos de agua contaminados com fezes em altas concentracoes sem flutuacoes sazonais. CrAssphage e altamente especifico para contaminacao fecal humana e raramente e encontrado em fezes de animais. Tambem tem um bom potencial como indicador de d",PT_BR,"CrAssphage como um indicador de contaminação fecal humana em ambiente aquático e redução de vírus no tratamento de águas residuais, https://pubmed.ncbi.nlm.nih.gov/35820313/",2772059,uncultured phage cr50_1,No Rank,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,Vars
1,Metagenomic,"Indicadores virais de contaminacao fecal humana em aguas residuais e aguas ambientais tem recebido muita atencao na ultima decada. O fago de montagem cruzada (crAssphage) e o virus de DNA mais abundante nas fezes humanas. Recentemente, a utilidade do crAssphage como uma fonte microbiana de rastreamento e ferramenta de monitoramento da qualidade da agua para contaminacao fecal humana foi destacada. Aqui, realizamos uma revisao abrangente sobre crassfagos na agua, com foco na metodologia de deteccao, faixa de concentracao em varias aguas e aguas residuais, especificidade para contaminacao fecal humana e reducao nos sistemas de tratamento de aguas residuais. Esta revisao destaca que o crAssphage e globalmente distribuido em aguas residuais e varios corpos de agua contaminados com fezes em altas concentracoes sem flutuacoes sazonais. CrAssphage e altamente especifico para contaminacao fecal humana e raramente e encontrado em fezes de animais. Tambem tem um bom potencial como indicador de d",PT_BR,"CrAssphage como um indicador de contaminação fecal humana em ambiente aquático e redução de vírus no tratamento de águas residuais, https://pubmed.ncbi.nlm.nih.gov/35820313/",2772059,uncultured phage cr50_1,No Rank,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Caudoviricetes,Cohcovirus,Cohcovirus hiberniae,Vars
2,Metagenomic,"Os virus da influenza, pertencentes a familia dos Ortomixovirus, possuem um genoma de RNA de fita simples e sao conhecidos por causarem infeccoes no trato respiratorio. Entre os tipos que mais afetam os humanos estao o A e o B, sendo os do tipo A responsaveis por surtos e epidemias. Os virus da influenza A sao classificados em subtipos com base em duas proteinas em sua superficie: hemaglutinina (H) e neuraminidase (N).A transmissao desses virus ocorre de forma direta, atraves das secrecoes das vias respiratorias de uma pessoa infectada ao tossir, espirrar ou falar, e de forma indireta, quando alguem entra em contato com superficies contaminadas e, em seguida, leva as maos contaminadas a boca, nariz ou olhos.",PT_BR,"Sellers SA, Hagan RS, Hayden FG, Fischer WA 2nd. The hidden burden of influenza: A review of the extra-pulmonary complications of influenza infection. Influenza Other Respir Viruses. 2017 Sep;11(5):372-393. doi: 10.1111/irv.12470. PMID: 28745014; PMCID: PMC5596521., ",2955291,Alphainfluenzavirus influenzae,Species,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,HIAE
2,Virome,"Candida orthopsilosis faz parte de um complexo de 3 especies junto com Candida parapsilosis e Candida metapsilosis (Tavanti et al., 2005). De caracteristicas morfologicas semelhantes, as 3 especies so podem ser distinguidas por sequenciamento genetico e/ou espectrometria de massas MALDITOF MS. Assim como C. parapsilosis, C. orthopsilosis pode ser causa de fungemia em pacientes criticos ou imunocomprometidos (Heslop et al., 2015; BlancoBlanco et al., 2014). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do fungo Candida orthopsilosis.",PT_BR,"Tavanti, Arianna, et al. ""Candida orthopsilosis and Candida metapsilosis spp. nov. to replace Candida parapsilosis groups II and III."" Journal of clinical microbiology 43.1 (2005): 284-292. Heslop, Orville D., et al. ""A case of Candida orthopsilosis associated septic arthritis in a patient with Systemic Lupus Erythematosus (SLE)."" Medical mycology case reports 7 (2015): 1-3. Blanco-Blanco, María Teresa, et al. ""Candida orthopsilosis fungemias in a Spanish tertiary care hospital: Incidence, epidemiology and antifungal susceptibility."" Revista Iberoamericana de Micología 31.2 (2014): 145-148., ",273371,Candida orthopsilosis,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida orthopsilosis,HIAE
2,Metagenomic,"Candida orthopsilosis faz parte de um complexo de 3 especies junto com Candida parapsilosis e Candida metapsilosis (Tavanti et al., 2005). De caracteristicas morfologicas semelhantes, as 3 especies so podem ser distinguidas por sequenciamento genetico e/ou espectrometria de massas MALDITOF MS. Assim como C. parapsilosis, C. orthopsilosis pode ser causa de fungemia em pacientes criticos ou imunocomprometidos (Heslop et al., 2015; BlancoBlanco et al., 2014). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do fungo Candida orthopsilosis.",PT_BR,"Tavanti, Arianna, et al. ""Candida orthopsilosis and Candida metapsilosis spp. nov. to replace Candida parapsilosis groups II and III."" Journal of clinical microbiology 43.1 (2005): 284-292. Heslop, Orville D., et al. ""A case of Candida orthopsilosis associated septic arthritis in a patient with Systemic Lupus Erythematosus (SLE)."" Medical mycology case reports 7 (2015): 1-3. Blanco-Blanco, María Teresa, et al. ""Candida orthopsilosis fungemias in a Spanish tertiary care hospital: Incidence, epidemiology and antifungal susceptibility."" Revista Iberoamericana de Micología 31.2 (2014): 145-148., ",273371,Candida orthopsilosis,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida orthopsilosis,HIAE
1,Metagenomic,"Membros do genero Pestivirus sao agentes causadores de doencas economicamente importantes para o gado e animais selvagens que ocorrem em todo o mundo, como diarreia viral bovina, peste suina classica e doenca de fronteira de ovelhas. Os pestivirus tem novas insercoes de genes hospedeiros no genoma viral e funcoes de proteinas virais unicas, N(pro) e E(rns), relacionadas a patogenicidade, embora a estrutura genomica esteja intimamente relacionada aos outros virus da familia Flaviviridae, especialmente o virus da hepatite C. Nesta revisao, estudos recentes sobre a base molecular da patogenicidade de infeccoes por pestivirus foram resumidos.",EN,"Sakoda Y. Pestivirus. Uirusu. 2011 Dec;61(2):239-48. Japanese. doi: 10.2222/jsv.61.229. PMID: 22916570., ",329852,Emesvirus zinderi,Species,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Emesvirus,Emesvirus zinderi,Vars
1,Microbiome,"Veillonella spp. rarely cause infections in humans. We report a case of Veillonella endocarditis documented by isolating a slowgrowing, gramnegative microbe in blood cultures. This microbe was identified as the newly recognized species Veillonella montpellierensis (100% homology) by 16S RNA gene sequence analysis.",EN,"Veillonella parvula spondylodiscitis. Gouze H, Noussair L, Padovano I, Salomon E, de Laroche M, Duran C, Felter A, Carlier R, Breban M, Dinh A., https://pubmed.ncbi.nlm.nih.gov/?term=Veillonella",29465,Veillonella,Genus,Bacteria,Unknown,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Unknown,Vars
1,Microbiome,Veillonella spp. raramente causam infeccoes em humanos. Relatamos um caso de endocardite por Veillonella documentada pelo isolamento de um microbio gramnegativo de crescimento lento em hemoculturas. Este microbio foi identificado como a especie recemreconhecida Veillonella montpellierensis (100% de homologia) pela analise da sequencia do gene 16S RNA.,PT_BR,"Veillonella parvula spondylodiscitis. Gouze H, Noussair L, Padovano I, Salomon E, de Laroche M, Duran C, Felter A, Carlier R, Breban M, Dinh A., https://pubmed.ncbi.nlm.nih.gov/?term=Veillonella",29465,Veillonella,Genus,Bacteria,Unknown,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Unknown,Vars
2,Metagenomic,"O Orthopneumovirus hominis (Virus Sincicial Respiratorio  VSR), e um virus da familia Paramyxoviridae  que afeta o sistema respiratorio humano. A infeccao pelo VSR e uma causa comum de doencas respiratorias, especialmente em criancas menores de 2 anos, idosos e pacientes imunocomprometidos. Este virus e altamente contagioso e sua transmissao ocorre principalmente por goticulas respiratorias e por contato direto com secrecoes nasais.",PT_BR,"Borchers AT, Chang C, Gershwin ME, Gershwin LJ. Respiratory syncytial virus--a comprehensive review. Clin Rev Allergy Immunol. 2013 Dec;45(3):331-79. doi: 10.1007/s12016-013-8368-9. PMID: 23575961; PMCID: PMC7090643., ",3049954,Orthopneumovirus hominis,Species,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Orthopneumovirus hominis,HIAE
1,Microbiome,Enterococcus INTERPRETACAO.,PT_BR,"The Enterococcus: a Model of Adaptability to Its Environment, https://pubmed.ncbi.nlm.nih.gov/30700430/",1350,Enterococcus,Genus,Bacteria,Unknown,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unknown,Vars
1,Metagenomic,"Microbial production of fuels and chemicals offers a means by which sustainable product manufacture can be achieved. In this regard, Yarrowia lipolytica is a unique microorganism suitable for a diverse array of biotechnological applications. As a robust oleaginous yeast, it has been well studied for production of fuels and chemicals derived from fatty acids. However, thanks in part to newfound genetic tools and metabolic understanding, Y. lipolytica has been explored for highlevel production of a variety of nonlipid products. This minireview will discuss some of the recent research surrounding the ability of Y. lipolytica to support biobased chemical production outside the realm of fatty acid metabolism including polyketides, terpenes, carotenoids, pentose phosphatederived products, polymers, and oparticles.",PT_BR,"Miller KK, Alper HS. Yarrowia lipolytica: more than an oleaginous workhorse. Appl Microbiol Biotechnol. 2019 Dec;103(23-24):9251-9262. doi: 10.1007/s00253-019-10200-x. Epub 2019 Nov 4. PMID: 31686142., ",4952,Yarrowia lipolytica,Species,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica,Vars
2,Virome,"O virus da febre amarela, ou YFV, e membro do genero Flavivirus, familia Flaviiviridae. Membros desta familia apresentam genoma de RNA fita simples senso positivo de aproximadamente 11,000 pb. O virus da febre amarela e transmitido por mosquitos, sendo o agente etiologico da febre amarela. Entre os sintomas mais comuns da doenca, podese citar: Febre, cefaleia, alteracao de transaminases, ictericia e manifestacoes hemorragicas. Atualmente sao conhecidos 7 genotipos do virus, com distribuicao endemica pelo continente africano e pela America do Sul: West African I e II, East African, East and Central Africa, Angola e South American I e II (Beasley et al., 2015).",PT_BR,"Beasley, David WC, Alexander J. McAuley, and Dennis A. Bente. ""Yellow fever virus: genetic and phenotypic diversity and implications for detection, prevention and therapy."" Antiviral research 115 (2015): 48-70., ",3046277,Orthoflavivirus flavi,Species,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,Orthoflavivirus flavi,HIAE
2,Virome,"O virus da Hepatite B, ou HBV, e membro do genero Orthohepadnavirus da familia Hepadnaviridae. Membros desta familia apresentam genoma de DNA parcialmente duplafita de aproximadamente 3,200 pb. HBV e o agente etiologico da Hepatite B, uma doenca de evolucao aguda ou cronica, que a Organizacao Mundial da Saude estima infectar 257 milhoes de pessoas no mundo (Relatorio da Organizacao Mundial da Saude sobre Hepatite B, 2019). Atualmente sao conhecidos pelo menos 8 genotipos de HBV (AH), e dentre estes, varios subgenotipos que refletem sua alta diversidade genetica deste virus. Atraves da tecnica empregada neste exame, foi possivel a identificacao do genoma completo ou parcial do virus da hepatite B.",PT_BR,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",68416,Woolly monkey hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Woolly monkey hepatitis B virus,HIAE
